Slowo;Definicja;Synonimy;AudioE;AudioP;Obrazy;Rozdzial
hurdle;przeszkoda;Synonimy: obstacle;[sound:quizlet-16914797757-front.mp3];[sound:quizlet-16914797757-back.mp3];"<img src=""quizlet-upL9Nh3f4a65S5O-P170BA.jpg"">";Elementy konstrukcyjne
hybrid;hybrydowy;;[sound:quizlet-16914797760-front.mp3];[sound:quizlet-16914797760-back.mp3];"<img src=""quizlet-xjaHBs.JNCQ.gbMvHmSndQ.jpg"">";Materiały budowlane
hydrogen sulphide;siarkowodór;;[sound:quizlet-16914797761-front.mp3];[sound:quizlet-16914797761-back.mp3];"<img src=""quizlet-7pouFarzmzJh.PZd9fQtEw.jpg"">";Materiały budowlane
igloo;igloo;;[sound:quizlet-16914797762-front.mp3];[sound:quizlet-16914797762-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_233102190_191120_1745_22.jpg'>;Budynki
ignition;zapłon;;[sound:quizlet-16914797763-front.mp3];[sound:quizlet-16914797763-back.mp3];"<img src=""quizlet-46FcblbVo-WLSk7eaXRagQ.jpg"">";Instalacje techniczne
illuminance;natężenie oświetlenia;;[sound:quizlet-16914797764-front.mp3];[sound:quizlet-16914797764-back.mp3];"<img src=""quizlet-Tz860L9pW8ELkmxrCj7akw.jpg"">";Wyposażenie i wnętrza
illumination;oświetlenie;Synonimy: lighting;[sound:quizlet-16914797765-front.mp3];[sound:quizlet-16914797765-back.mp3];"<img src=""quizlet-Tz860L9pW8ELkmxrCj7akw.jpg"">";Wyposażenie i wnętrza
impeller;wirnik;Synonimy: rotor;[sound:quizlet-16914797766-front.mp3];[sound:quizlet-16914797766-back.mp3];"<img src=""quizlet-5m7Ie6TlUJnD7kdVzrmTJw.jpg"">";Instalacje techniczne
imperial roof;dach imperialny;;[sound:quizlet-16914797767-front.mp3];[sound:quizlet-16914797767-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077075_200115_1357_25.jpg'>;Elementy konstrukcyjne
impluvium;impluwium;;[sound:quizlet-16914797768-front.mp3];[sound:quizlet-16914797768-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077076_191229_1718_08.jpg'>;Elementy konstrukcyjne
impost;impost;;[sound:quizlet-16914797769-front.mp3];[sound:quizlet-16914797769-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077077_191229_1734_53.jpg'>;Elementy konstrukcyjne
incise;naciąć;;[sound:quizlet-16914797770-front.mp3];[sound:quizlet-16914797770-back.mp3];"<img src=""quizlet-mGwjdEpwuBvezEgS56MRMQ.jpg"">";Proces budowlany
incombustible;niepalny;;[sound:quizlet-16914797771-front.mp3];[sound:quizlet-16914797771-back.mp3];"<img src=""quizlet-Onewf8cqU6cx0-dDIMWyug.jpg"">";Materiały budowlane
induction;indukcja;;[sound:quizlet-16914797772-front.mp3];[sound:quizlet-16914797772-back.mp3];"<img src=""quizlet-o.0Kn80ACvj57GJY8NcbMA.png"">";Instalacje techniczne
inelastic;nieelastyczny / niesprężysty;;[sound:quizlet-16914797773-front.mp3];[sound:quizlet-16914797773-back.mp3];"<img src=""quizlet-j9uR3-.5FoUYSrKdHF9NmA.jpg"">";Materiały budowlane
inert;obojętny;;[sound:quizlet-16914797774-front.mp3];[sound:quizlet-16914797774-back.mp3];"<img src=""quizlet-ua-wR48BKDrHMwvX.hu0GA.jpg"">";Materiały budowlane
inertia;bezwładność;;[sound:quizlet-16914797775-front.mp3];[sound:quizlet-16914797775-back.mp3];"<img src=""quizlet-dYnTmQ5CXHHqenmbh33VJQ.png"">";Elementy konstrukcyjne
infiltration;infiltracja;;[sound:quizlet-16914797776-front.mp3];[sound:quizlet-16914797776-back.mp3];"<img src=""quizlet-eSS.S-GYG0G6YHU8So19dA.png"">";Instalacje techniczne
inflammable;łatwopalny;;[sound:quizlet-16914797777-front.mp3];[sound:quizlet-16914797777-back.mp3];"<img src=""quizlet-mJCEJF42p.AWk3AjJlkdaA.jpg"">";Materiały budowlane
inflow;napływ;Synonimy: influx, flow;[sound:quizlet-16914797778-front.mp3];[sound:quizlet-16914797778-back.mp3];"<img src=""quizlet-OVy.MMEQP.xGMf-otBRsBQ.jpg"">";Instalacje techniczne
infrastructure;infrastruktura;;[sound:quizlet-16914797779-front.mp3];[sound:quizlet-16914797779-back.mp3];"<img src=""quizlet-ow6H5adOPRrvkfH9d1J0MA.jpg"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
inherent;nieodłączny;Synonimy: inseparable;[sound:quizlet-16914797780-front.mp3];[sound:quizlet-16914797780-back.mp3];"<img src=""quizlet-i4szJ9DEtt1MYJ55Mpf.UA.png"">";Materiały budowlane
inlaid parquet;parkiet mozaikowy;;[sound:quizlet-16914797781-front.mp3];[sound:quizlet-16914797781-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077078_200115_1202_04.jpg'>;Wykończenia i detale
inlet;wlot;Synonimy: intake;[sound:quizlet-16914797782-front.mp3];[sound:quizlet-16914797782-back.mp3];"<img src=""quizlet-C1PT1n-EPuthjJn55QF-fg.jpg"">";Instalacje techniczne
inset;wstawka;;[sound:quizlet-16914797783-front.mp3];[sound:quizlet-16914797783-back.mp3];"<img src=""quizlet-ZKqDAbRM1YF6pklXlV2MuA.png"">";Wykończenia i detale
inspector;inspektor;;[sound:quizlet-16914797784-front.mp3];[sound:quizlet-16914797784-back.mp3];"<img src=""quizlet-umoyDEp2lWruUK.fFA.8cg.jpg"">";Zarządzanie projektem, bezpieczeństwo i przepisy
instability;niestabilność;;[sound:quizlet-16914797785-front.mp3];[sound:quizlet-16914797785-back.mp3];"<img src=""quizlet-5QxvYQVFtlheDPHKF7WjmQ.png"">";Elementy konstrukcyjne
installation;instalacja;;[sound:quizlet-16914797786-front.mp3];[sound:quizlet-16914797786-back.mp3];"<img src=""quizlet-sUCBiQEUjKZfQQxOAooR0w.jpg"">";Instalacje techniczne
insulate;izolować;;[sound:quizlet-16914797787-front.mp3];[sound:quizlet-16914797787-back.mp3];"<img src=""quizlet-P1oQHeyDMyxMJdntcNqoPw.jpg"">";Instalacje techniczne
insulator;izolator;Synonimy: isolator;[sound:quizlet-16914797788-front.mp3];[sound:quizlet-16914797788-back.mp3];"<img src=""quizlet-OkgrhlUgiOB5XItqj7JgvA.png"">";Instalacje techniczne
intensity;intensywność;;[sound:quizlet-16914797789-front.mp3];[sound:quizlet-16914797789-back.mp3];"<img src=""quizlet-JId9COI-7zL97B2AXAB0og.png"">";Pomiar i jednostki
interactive;interaktywny;;[sound:quizlet-16914797790-front.mp3];[sound:quizlet-16914797790-back.mp3];"<img src=""quizlet-dUrxFJ1wZjjEUsdAtBc2Zg.jpg"">";Wyposażenie i wnętrza
intercept;przechwycić;;[sound:quizlet-16914797791-front.mp3];[sound:quizlet-16914797791-back.mp3];"<img src=""quizlet-q9G3yAp1PQekSts4HJb1nQ.jpg"">";Proces budowlany
interpolation;interpolacja;;[sound:quizlet-16914797792-front.mp3];[sound:quizlet-16914797792-back.mp3];"<img src=""quizlet-mvME7UAaVxyk7B6oOOzKdg.png"">";Proces budowlany
intrados;ościeże boczne;;[sound:quizlet-16914797793-front.mp3];[sound:quizlet-16914797793-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077079_191229_1735_34.jpg'>;Elementy konstrukcyjne
inverse;odwrotność;Synonimy: reciprocal;[sound:quizlet-16914797794-front.mp3];[sound:quizlet-16914797794-back.mp3];"<img src=""quizlet--2tu6g5XTpoTp73P4RfGLA.png"">";Pomiar i jednostki
invert;odwracać;;[sound:quizlet-16914797795-front.mp3];[sound:quizlet-16914797795-back.mp3];"<img src=""quizlet-Sc5i4nZoWH-CzzCUZJlnCw.png"">";Proces budowlany
Ionic order;porządek joński;;[sound:quizlet-16914797796-front.mp3];[sound:quizlet-16914797796-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077080_191228_1545_42.jpg'>;Style, ornamenty, sztuka i historia
irreversible;nieodwracalny;;[sound:quizlet-16914797797-front.mp3];[sound:quizlet-16914797797-back.mp3];"<img src=""quizlet-3lelEGccz.U0WD.FH-mggg.jpg"">";Proces budowlany
irrigation;nawadnianie;;[sound:quizlet-16914797798-front.mp3];[sound:quizlet-16914797798-back.mp3];"<img src=""quizlet-1fe43Qgf-RfZPHEulhiBIg.png"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
isolation;izolacja;Synonimy: insulating material;[sound:quizlet-16914797799-front.mp3];[sound:quizlet-16914797799-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_214376424_200115_1207_15.jpg'>;Instalacje techniczne
isotope;izotop;;[sound:quizlet-16914797800-front.mp3];[sound:quizlet-16914797800-back.mp3];"<img src=""quizlet-6_4m5o3dyyeGv693B9Ojuw.jpg"">";Materiały budowlane
isotropic;izotropowy;;[sound:quizlet-16914797801-front.mp3];[sound:quizlet-16914797801-back.mp3];"<img src=""isotropic.png"">";Materiały budowlane
isthmus;przesmyk;;[sound:quizlet-16914797802-front.mp3];[sound:quizlet-16914797802-back.mp3];"<img src=""quizlet-jiu8w1yBC2Cj9w8oUCPV9g.jpg"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
jamb;obramowanie (framuga);;[sound:quizlet-16914797803-front.mp3];[sound:quizlet-16914797803-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076997_200115_1152_03.jpg'>;Wykończenia i detale
joiner;stolarz;Synonimy: carpenter;[sound:quizlet-16914797804-front.mp3];[sound:quizlet-16914797804-back.mp3];"<img src=""quizlet-PpEp0HU8BT9S9kxAcz5U3A.jpg"">";Zarządzanie projektem, bezpieczeństwo i przepisy
joinery;stolarka;Synonimy: woodwork;[sound:quizlet-16914797805-front.mp3];[sound:quizlet-16914797805-back.mp3];"<img src=""quizlet-9LoA4NEx.vlYZPxCorOHHA.jpg"">";Proces budowlany
joint;połączenie;Synonimy: connection;[sound:quizlet-16914797806-front.mp3];[sound:quizlet-16914797806-back.mp3];"<img src=""quizlet-TGItAwsNS.CBBpCGW3U7VA.jpg"">";Elementy konstrukcyjne
judas;wizjer w drzwiach / judasz;;[sound:quizlet-16914797807-front.mp3];[sound:quizlet-16914797807-back.mp3];"<img src=""quizlet-l4.qVF5N6CmsVcOMzpKTnw.jpg"">";Wykończenia i detale
junction;węzeł;Synonimy: knot, node;[sound:quizlet-16914797808-front.mp3];[sound:quizlet-16914797808-back.mp3];"<img src=""junction.jpg"">";Elementy konstrukcyjne
keep;stołb;;[sound:quizlet-16914797810-front.mp3];[sound:quizlet-16914797810-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076840_200114_1641_48.jpg'>;Budynki
kerb;krawężnik;Synonimy: curb;[sound:quizlet-16914797811-front.mp3];[sound:quizlet-16914797811-back.mp3];"<img src=""quizlet-lYgnMZZ8vtgRWbWOcxWKow.jpg"">";Elementy konstrukcyjne
keystone;zwornik;;[sound:quizlet-16914797812-front.mp3];[sound:quizlet-16914797812-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076841_191229_1733_13.jpg'>;Elementy konstrukcyjne
king post;wieszar;;[sound:quizlet-16914797813-front.mp3];[sound:quizlet-16914797813-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076842_200115_1206_42.jpg'>;Elementy konstrukcyjne
kitchen;kuchnia;;[sound:quizlet-16914797814-front.mp3];[sound:quizlet-16914797814-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076843_191229_1720_21.jpg'>;Wyposażenie i wnętrza
kitchen diner;kuchnia mieszkalna;;[sound:quizlet-16914797815-front.mp3];[sound:quizlet-16914797815-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076844_200115_1313_45.jpg'>;Wyposażenie i wnętrza
knob set;pokrętło;Synonimy: knob;[sound:quizlet-16914797816-front.mp3];[sound:quizlet-16914797816-back.mp3];"<img src=""quizlet-bgz4FX0t-1IkKk2T0b3j4g.png"">";Wyposażenie i wnętrza
label;etykieta;;[sound:quizlet-16914797817-front.mp3];[sound:quizlet-16914797817-back.mp3];"<img src=""quizlet-T.0-UHuRB-HMI50Cvgyicw.jpg"">";Proces budowlany
laboratory;laboratorium;Synonimy: lab;[sound:quizlet-16914797818-front.mp3];[sound:quizlet-16914797818-back.mp3];"<img src=""quizlet-HuhQMu6STuWfGuyRgoGjgQ.png"">";Budynki
ladder;drabina;;[sound:quizlet-16914797819-front.mp3];[sound:quizlet-16914797819-back.mp3];"<img src=""quizlet-.Rg2f8uCgpZNkR0lJLNaEQ.jpg"">";Narzędzia i sprzęt
lady chapel;kaplica Matki Boskiej;;[sound:quizlet-16914797820-front.mp3];[sound:quizlet-16914797820-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076636_200114_1553_56.jpg'>;Budynki
laminate;laminat;;[sound:quizlet-16914797821-front.mp3];[sound:quizlet-16914797821-back.mp3];"<img src=""quizlet-Um2tNjiOs5yGI1yIdO5Njw.png"">";Materiały budowlane
lamination;laminowanie;;[sound:quizlet-16914797822-front.mp3];[sound:quizlet-16914797822-back.mp3];"<img src=""quizlet-wXQV-irhl6Vz1-kTJ.ahQw.jpg"">";Proces budowlany
lancet;(łuk) ostry lancetowaty;;[sound:quizlet-16914797823-front.mp3];[sound:quizlet-16914797823-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076637_191229_1736_56.jpg'>;Elementy konstrukcyjne
landing;podest;;[sound:quizlet-16914797824-front.mp3];[sound:quizlet-16914797824-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076638_200115_1157_50.jpg'>;Elementy konstrukcyjne
larder;spiżarnia;Synonimy: pantry, storeroom;[sound:quizlet-16914797825-front.mp3];[sound:quizlet-16914797825-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_214376518_200115_1312_34.jpg'>;Wyposażenie i wnętrza
latch;zatrzask;;[sound:quizlet-16914797826-front.mp3];[sound:quizlet-16914797826-back.mp3];"<img src=""quizlet-BUmRd1Y.IyeKb-0z9s8-sA.jpg"">";Wykończenia i detale
laundry room;pralnia;;[sound:quizlet-16914797828-front.mp3];[sound:quizlet-16914797828-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076641_200115_1315_37.jpg'>;Wyposażenie i wnętrza
lavatory;toaleta;Synonimy: toilet, WC, latrine;[sound:quizlet-16914797829-front.mp3];[sound:quizlet-16914797829-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_214376520_191229_1719_55.jpg'>;Wyposażenie i wnętrza
lawn;trawnik;;[sound:quizlet-16914797830-front.mp3];[sound:quizlet-16914797830-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076642_200115_1332_40.jpg'>;Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
lean to roof;dach jednospadkowy;;[sound:quizlet-16914797831-front.mp3];[sound:quizlet-16914797831-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076643_200114_1647_26.jpg'>;Elementy konstrukcyjne
ledger board;łata;;[sound:quizlet-16914797832-front.mp3];[sound:quizlet-16914797832-back.mp3];"<img src=""quizlet-0HBBCoguKbvb-2i5DKsvtg.jpg"">";Elementy konstrukcyjne
lever;dźwignia;Synonimy: jack;[sound:quizlet-16914797833-front.mp3];[sound:quizlet-16914797833-back.mp3];"<img src=""quizlet-FUnn1enlcO8AcYgalo4Yzw.png"">";Narzędzia i sprzęt
lierne;wysklepka;;[sound:quizlet-16914797834-front.mp3];[sound:quizlet-16914797834-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076645_200114_1601_25.jpg'>;Elementy konstrukcyjne
lighting conductor;piorunochron;;[sound:quizlet-16914797835-front.mp3];[sound:quizlet-16914797835-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076646_200115_1306_19.jpg'>;Instalacje techniczne
limestone;wapień;;[sound:quizlet-16914797836-front.mp3];[sound:quizlet-16914797836-back.mp3];"<img src=""quizlet-jEkVR2lQ5csKcnpU1ZnjiA.jpg"">";Materiały budowlane
linoleum;linoleum;;[sound:quizlet-16914797837-front.mp3];[sound:quizlet-16914797837-back.mp3];"<img src=""quizlet-jxWp7wspYDCjn8OPcLYZgA.jpg"">";Wykończenia i detale
lintel;nadproże;;[sound:quizlet-16914797838-front.mp3];[sound:quizlet-16914797838-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076647_200219_1910_13.jpg'><img src='architektura-i-budownictwo-po-angielsku_2243187c_236076647_200115_1300_22.jpg'>;Elementy konstrukcyjne
lists;brzeg fosy;;[sound:quizlet-16914797839-front.mp3];[sound:quizlet-16914797839-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076648_200114_1644_58.jpg'>;Budynki
living-room;salon;Synonimy: sitting-room, day-room;[sound:quizlet-16914797840-front.mp3];[sound:quizlet-16914797840-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076649_200115_1311_20.jpg'>;Wyposażenie i wnętrza
load;obciążenie;;[sound:quizlet-16914797841-front.mp3];[sound:quizlet-16914797841-back.mp3];"<img src=""quizlet-sJBjqHunRee.gdRhT5P4tw.jpg"">";Elementy konstrukcyjne
loading dock;rampa załadunkowa;;[sound:quizlet-16914797842-front.mp3];[sound:quizlet-16914797842-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076650_200115_1337_23.jpg'>;Elementy konstrukcyjne
lobby;hol;;[sound:quizlet-16914797843-front.mp3];[sound:quizlet-16914797843-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076651_200115_1338_03.jpg'>;Wyposażenie i wnętrza
lock;zamek;;[sound:quizlet-16914797844-front.mp3];[sound:quizlet-16914797844-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076652_200115_1149_49.jpg'>;Wykończenia i detale
lock rail;ramiak poziomy;;[sound:quizlet-16914797845-front.mp3];[sound:quizlet-16914797845-back.mp3];"<img src=""quizlet-hKgLyBjUPab9SBPq3h99UQ.jpg"">";Wykończenia i detale
loophole;otwór strzelniczy;;[sound:quizlet-16914797846-front.mp3];[sound:quizlet-16914797846-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076654_200114_1645_46.jpg'>;Budynki
louvre board;wywietrznik;Synonimy: ventilator;[sound:quizlet-16914797847-front.mp3];[sound:quizlet-16914797847-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076655_191229_1741_58.jpg'>;Instalacje techniczne
louvred window;okno żaluzjowe;Synonimy: louvered window;[sound:quizlet-16914797848-front.mp3];[sound:quizlet-16914797848-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076656_200115_1138_42.jpg'>;Wykończenia i detale
lubricant;smar;Synonimy: grease;[sound:quizlet-16914797849-front.mp3];[sound:quizlet-16914797849-back.mp3];"<img src=""quizlet-_IYU0D1l9mT2eq-XXzCoWw.jpg"">";Materiały budowlane
lubrication;smarowanie;;[sound:quizlet-16914797850-front.mp3];[sound:quizlet-16914797850-back.mp3];"<img src=""quizlet-_IYU0D1l9mT2eq-XXzCoWw.jpg"">";Proces budowlany
machicolation;machikuły;;[sound:quizlet-16914797851-front.mp3];[sound:quizlet-16914797851-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076555_200114_1639_01.jpg'>;Budynki
magnesium;magnez;;[sound:quizlet-16914797852-front.mp3];[sound:quizlet-16914797852-back.mp3];"<img src=""quizlet-tf0leUDAa-oyQnm6Kr9siw.jpg"">";Materiały budowlane
magnetic field;pole magnetyczne;;[sound:quizlet-16914797853-front.mp3];[sound:quizlet-16914797853-back.mp3];"<img src=""quizlet-Z16ULOFyJdGcBKKoRPJ.5Q.png"">";Instalacje techniczne
magnetisation;namagnesowanie;;[sound:quizlet-16914797854-front.mp3];[sound:quizlet-16914797854-back.mp3];"<img src=""quizlet-P1IRcmPlXoN.7taPsVrmSA.jpg"">";Instalacje techniczne
mahogany;mahoń;;[sound:quizlet-16914797855-front.mp3];[sound:quizlet-16914797855-back.mp3];"<img src=""quizlet-aYSgsaWs0dMjFOjQ9e6HsQ.jpg"">";Materiały budowlane
maintenance;konserwacja;Synonimy: conservation;[sound:quizlet-16914797856-front.mp3];[sound:quizlet-16914797856-back.mp3];"<img src=""quizlet-YuoMg2ImkT8fnO5sCAPe4g.jpg"">";Proces budowlany
malleable;kowalny;;[sound:quizlet-16914797857-front.mp3];[sound:quizlet-16914797857-back.mp3];"<img src=""quizlet-sMAu7C3yWfBu9nk6OBWL7g.jpg"">";Materiały budowlane
mallet;drewniany młotek;;[sound:quizlet-16914797858-front.mp3];[sound:quizlet-16914797858-back.mp3];"<img src=""quizlet-OD-.o2AfAVrvIaP8biz4ww.jpg"">";Narzędzia i sprzęt
manhole;właz;Synonimy: hatch;[sound:quizlet-16914797859-front.mp3];[sound:quizlet-16914797859-back.mp3];"<img src=""quizlet-O0kLc8v1u4X2Kv1.dZAOrA.jpg"">";Elementy konstrukcyjne
mansard roof;dach mansardowy;;[sound:quizlet-16914797860-front.mp3];[sound:quizlet-16914797860-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076556_200115_1357_11.jpg'>;Elementy konstrukcyjne
marble;marmur;;[sound:quizlet-16914797861-front.mp3];[sound:quizlet-16914797861-back.mp3];"<img src=""quizlet-EkDge34hYiCWeSsxQ2kWVA.jpg"">";Materiały budowlane
marsh;bagno;Synonimy: swamp;[sound:quizlet-16914797862-front.mp3];[sound:quizlet-16914797862-back.mp3];"<img src=""quizlet-YlKVl3jFQNiKH3aPBZ53nA.jpg"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
masonry;kamieniarstwo;;[sound:quizlet-16914797863-front.mp3];[sound:quizlet-16914797863-back.mp3];"<img src=""quizlet-66uQUQjw7FRYDo9IjgDIHg.jpg"">";Proces budowlany
masonry cement;cement murarski;;[sound:quizlet-16914797864-front.mp3];[sound:quizlet-16914797864-back.mp3];"<img src=""quizlet-rrTHEnB.EdGACJXuImOdIQ.jpg"">";Materiały budowlane
mast;maszt;;[sound:quizlet-16914797865-front.mp3];[sound:quizlet-16914797865-back.mp3];"<img src=""quizlet-K4Kpq.hqO-L7VMHnTY5TEQ.jpg"">";Elementy konstrukcyjne
master bedroom;główna sypialnia;;[sound:quizlet-16914797866-front.mp3];[sound:quizlet-16914797866-back.mp3];"<img src=""quizlet-lDjcDAF5IDwyBTVvH3jcZg.jpg"">";Wyposażenie i wnętrza
mat;mata;;[sound:quizlet-16914797867-front.mp3];[sound:quizlet-16914797867-back.mp3];"<img src=""quizlet-qC5UwaYMRi0iWIW4SFt8AA.jpg"">";Wyposażenie i wnętrza
